55.6,12.8,47.6
46,13.2,41.2
38.8,18.4,33.2
43.6,26.8,21.2
36.8,26.4,17.2
38.4,24.8,18
40,20.8,18.4
43.2,12.4,17.6
37.2,8,17.2
63.6,6.4,16.8
72.4,8,14
78.8,12,12
73.6,12.4,10.8
66.8,14,12.8
92.8,13.2,12
80,12,15.6
81.6,16.4,19.6
76,14.4,22.4
93.6,14.4,27.2
124,8.8,36
160.8,11.6,45.2
158.4,12.8,48.8
147.6,18,50
144.4,19.6,49.6
127.6,12.8,50
103.2,16,37.6
72.4,13.2,28
43.6,10,25.6
36,12,22.4
17.6,16.4,24.8
7.2,17.2,23.2
12,15.6,18.8
7.2,9.6,20.8
5.2,7.2,24.4
3.6,6.8,26
2.4,10,25.2
2,14,25.6
6.4,12,26.4
1.6,17.2,28.8
0.8,23.2,34.4
1.2,14.4,39.6
25.6,7.6,46
120.4,3.6,52.8
121.2,2.8,53.2
148,2.8,56
137.2,2.4,56.4
106.4,3.2,53.2
64.4,1.2,54
67.6,3.6,53.6
80.4,3.2,43.6
42,4.4,35.6
16,3.6,32.8
12.4,2.8,30.8
9.2,9.2,33.6
3.2,12.8,26.8
16,5.2,26.8
13.2,4,27.6
14,4,30
13.6,3.6,33.2
14,8.4,36.8
13.6,8,36
18.4,4.8,38
7.2,6.8,41.2
7.2,7.2,49.6
36.8,10,54.8
88.8,5.2,52.4
118.4,4.4,50.8
117.2,3.2,60.8
107.6,5.2,63.6
102,4.8,64.8
103.2,3.6,46.4
79.2,3.2,39.6
67.2,3.6,31.2
64.8,3.2,23.2
49.2,1.6,20.4
35.6,8,20.4
12,15.2,23.6
4.4,23.6,23.6
13.2,5.6,20.4
6.8,5.2,23.6
8.4,7.6,24.4
11.2,5.2,23.2
8,8,26.8
8.4,4.4,28.8
18.8,10.8,27.6
18.4,22.8,27.6
17.6,17.2,28.8
48.4,3.2,32
83.2,2.8,25.6
75.6,4.4,26.8
93.2,4.4,27.2
106.8,4.8,30.4
122,4.4,30
114.8,2.4,26.8
80.8,4.4,19.6
57.2,4.4,12
75.2,4.4,7.6
47.6,2.4,7.2
21.6,9.2,7.6
14.4,12.8,8
6.4,18.4,8
14,8.4,7.2
27.2,8,8.4
18.8,8.8,10.4
36,5.6,9.6
26.8,4.8,8
36,6,8.4
36.8,12.4,8.4
48.4,6.8,10
56.8,3.6,20.8
89.6,3.2,26.4
100.4,2.4,30.8
110.8,1.2,29.2
112.8,2,27.2
108.4,2.4,32.8
105.6,2.8,40
105.6,2.4,50
87.6,2.4,56
61.6,2.4,22.4
54.4,2,20
48.8,2,24
43.6,2.4,22.4
41.2,3.6,19.6
36,2.4,20.4
29.2,2,21.6
23.2,2.4,22.4
12,1.6,22.8
9.6,1.2,14
18.8,1.2,10.8
28,2,9.6
32.4,3.2,10
30.4,5.2,10
35.6,12.4,10
75.2,11.2,11.6
99.6,12.8,14.4
100.8,9.6,13.6
96.4,10,15.6
92.4,10.4,24.8
92.4,22,59.6
81.6,18.8,46.4
76.4,13.6,51.2
59.2,12,35.6
32.8,9.2,22
16.4,10,14
9.6,6,12.4
6.4,10,10.8
2,4,10.4
